arquivo,classe_binaria,rf_tuned_principal,rf_tuned_referencia,svm_tuned_principal,cnn_final_principal
LA_E_4795288,1,0.85195317941880422,0.8638656175995052,0.36738181509887413,0.99999380111694336
LA_E_6235054,1,0.96447767631021064,0.97252144207411007,1.6442493563862564,0.99993085861206055
LA_E_4046292,1,0.90830167831883712,0.95804400650095445,1.5155138348522994,0.99999988079071045
LA_E_5413468,1,0.89617673875297688,0.87359111133877054,1.7420944503096396,1
LA_E_2178012,1,0.93612417742605469,0.93044117093130652,2.7431209724148102,0.99351304769515991
LA_E_8928603,1,0.7100826293333099,0.69701952775832787,1.007211252643623,1
LA_E_3606636,1,0.94850084505889543,0.95606039015592159,1.4056824574836055,0.99998509883880615
LA_E_2558936,1,0.90314474887369633,0.88818203879671176,2.3342886195261752,0.99999916553497314
LA_E_5968597,1,0.82612389772069073,0.86293479747835244,-0.75991555537020505,0.99999833106994629
LA_E_5598491,1,0.97468930992016134,0.98211265956684335,1.7091888049461041,0.9999992847442627
LA_E_4831263,1,0.935036008043024,0.95805918510008226,1.5550098001324919,0.99991977214813232
LA_E_4127223,1,0.91297998646662015,0.88853786859035699,1.5057976225947518,0.99924951791763306
LA_E_6875796,1,0.83567297674288454,0.84823903909554621,1.5551225200938836,0.9995540976524353
LA_E_5748300,1,0.9165799000974012,0.90289006801397342,1.4922065376597125,0.99933773279190063
LA_E_6084562,1,0.90097619379640714,0.89043437527817826,2.2736649782037555,1
LA_E_9058621,1,0.80146497869243138,0.79004259701718893,-0.32035667038594307,0.99987900257110596
LA_E_2546114,1,0.97721890440979409,0.97930449344470161,2.1603692125033875,0.99999797344207764
LA_E_9646020,1,0.9595655625598476,0.98101321716267365,3.1590995873710748,1
LA_E_4554385,1,0.95899454581435972,0.97113590372969172,2.3585898209036049,0.99995648860931396
LA_E_4190234,1,0.70558164072435159,0.68169506094787136,1.0584545795592077,0.99998700618743896
LA_E_4154131,1,0.87296617460828785,0.91049278983555215,0.6641797084101666,0.99999988079071045
LA_E_4527520,1,0.97794697982197987,0.98344502722981375,2.8667562611394528,0.99999654293060303
LA_E_5969127,1,0.93059330868505807,0.95348086399406284,2.4822765175302033,0.99993467330932617
LA_E_2454345,1,0.94941567392980464,0.95836104802912625,6.14376358837408,1
LA_E_2358211,1,0.96186665755599521,0.9598001256436226,2.4171066897482865,0.97841393947601318
LA_E_6648493,1,0.96786689768293266,0.977245027243964,3.3945559320395677,0.99996137619018555
LA_E_6178185,1,0.97806580750669714,0.99469216702880736,2.4623332752706082,0.99999988079071045
LA_E_6438715,1,0.9939488636363637,0.99128770551164502,3.7347723732225804,0.99999988079071045
LA_E_9564527,1,0.97548935529665604,0.99329200380931881,4.5197146996225159,0.99999880790710449
LA_E_6074055,1,0.92310387975167241,0.93091894506327189,2.0366201174798424,1
LA_E_3473524,1,0.9542421122667154,0.97590968605640416,3.1941517531722408,0.99999988079071045
LA_E_4067191,1,0.94940094293095623,0.95269826474899444,2.4050703945369403,0.99996435642242432
LA_E_4316892,1,0.9467590479061414,0.98721575855992494,2.8443256906187986,1
LA_E_5374614,1,0.99079789775441951,0.97272838111124427,2.6795365526694193,0.99999213218688965
LA_E_8098029,1,0.97826848598971372,0.98446727736345541,3.6688743306922689,1
LA_E_2433326,1,0.98120391708429622,0.98604887255361551,1.264522899241556,1
LA_E_7524328,1,0.90231677936220178,0.91751989610001561,2.3511768602823206,1
LA_E_3282855,1,0.9560418281794093,0.97158853613969953,3.3582512459959029,1
LA_E_7055040,1,0.82704436390406011,0.82990563700061593,1.3454707300921831,1
LA_E_6904851,1,0.96989464860529784,0.99512969449444033,2.8927378479316577,1
LA_E_1783686,1,0.91673546225933777,0.96036924985317962,1.3819586387442004,1
LA_E_6713503,1,0.87849313426867826,0.86314347936539015,2.5366845722490012,0.99999988079071045
LA_E_6476220,1,0.71738440895928746,0.80275243295778254,0.8537664952622761,1
LA_E_1747270,1,0.92258192340399636,0.92762704079030434,-0.85876002430025911,1
LA_E_1677924,1,0.9161788637757089,0.96320109910897045,2.2758828457095963,1
LA_E_2227802,1,0.97460243542643832,0.9948350091085304,3.0860544190073274,1
LA_E_8013498,1,0.92451186720756029,0.94926877016005018,2.302202550944406,0.99994683265686035
LA_E_8289513,1,0.9283964271546371,0.94426303775683262,2.4761297799591024,0.99943488836288452
LA_E_6464241,1,0.69336188586313152,0.68041773297796415,-0.0019562374026784735,0.99454933404922485
LA_E_9027843,1,0.84575855983987491,0.89672031700098609,0.015881364638804074,0.98660200834274292
LA_E_1951679,1,0.93535395261310861,0.9635987137327201,1.9245065970527355,0.99951207637786865
LA_E_5101105,1,0.88469274224168104,0.88392523589339933,1.3434551619278312,0.98896968364715576
LA_E_2373986,1,0.86545177226201497,0.89436175461556955,1.2899439368961285,0.99963700771331787
LA_E_4984928,1,0.78977103075144373,0.76554045907775503,-0.27557882459340788,0.99965417385101318
LA_E_3831328,1,0.93060101216719715,0.93503499641596177,1.2208272248419376,0.99982398748397827
LA_E_9052392,1,0.78010754367796553,0.8099871698926232,1.2086050724269164,1
LA_E_9852958,1,0.91833033015177568,0.94120852717580195,0.65947762656281195,1
LA_E_3892486,1,0.88872741878290107,0.92837915752633171,2.870207015564759,0.99996531009674072
LA_E_6447507,1,0.9660430343188815,0.9565619805494765,1.3131910484928542,0.99935895204544067
LA_E_3522853,1,0.84583911377082677,0.88667757647836976,0.45869852099501496,0.99919241666793823
LA_E_7440301,1,0.73194116897814021,0.77627216596041382,-0.064214438712449251,0.99952852725982666
LA_E_5449764,1,0.91763987232904398,0.92037152142626255,0.77572124550441202,0.99995720386505127
LA_E_3725487,1,0.78464733143376952,0.77218205337948531,1.0342046967536509,0.99979537725448608
LA_E_8270876,1,0.85133978370773877,0.82052227873868855,1.3994975323722854,0.99862337112426758
LA_E_2331369,1,0.78281510537156174,0.81401050207022929,1.0234505991089009,1
LA_E_8090108,1,0.89182716902703529,0.86978064757235873,1.4255406477894006,1
LA_E_8126107,1,0.82203500521405837,0.81620642977014224,3.7000816128392042,0.99998855590820312
LA_E_7831435,1,0.87496769825630305,0.83148043527810356,0.65511659676934553,0.9999997615814209
LA_E_2184260,1,0.8261995661968029,0.79921075614939407,1.5878294002049713,0.99893635511398315
LA_E_8864199,1,0.84520097882280687,0.83568734658770227,0.35689452330365246,0.99687743186950684
LA_E_1785573,1,0.8755156269797868,0.93751317009501656,2.1838048677321851,0.9999845027923584
LA_E_2658393,1,0.85556769917942177,0.83171569139575041,1.4541179175706083,0.9994702935218811
LA_E_7453768,1,0.94366296795379512,0.9547345453636118,2.3029257215615848,0.9979967474937439
LA_E_1998540,1,0.67453082671505693,0.67997339263758216,0.3776828981596656,1
LA_E_8367185,1,0.7201022884170335,0.71434159049691703,0.70399089649162083,0.99989712238311768
LA_E_9326564,1,0.93779898330941702,0.96238312730375219,2.4048503169406819,0.99999737739562988
LA_E_9549563,1,0.80274696864484618,0.82890621292506705,0.62966476678111394,0.99999845027923584
LA_E_9448247,1,0.93840385105351476,0.9690224032703717,2.4085826183481513,0.99999797344207764
LA_E_8150298,1,0.89523787608711647,0.90060058540031585,1.9575936412408432,0.97532176971435547
LA_E_5769722,1,0.82190279753976736,0.85137302522149061,1.9711496074873669,0.9923667311668396
LA_E_1672053,1,0.94794085032453324,0.97077155128962778,2.3578310965798499,0.99999809265136719
LA_E_3914896,1,0.98181510536163197,1,3.4353575828692762,1
LA_E_6016002,1,0.96375808400018603,0.97143408165566669,2.87729643355439,0.9999995231628418
LA_E_7391915,1,0.95505349139044959,0.95517549207358055,3.3508152810555627,0.99999964237213135
LA_E_7125825,1,0.98958529411764706,0.98696857860728893,3.5727479425245416,0.99999964237213135
LA_E_9681699,1,0.93679613272278672,0.9309453554066387,3.9713758585394539,0.99999988079071045
LA_E_9657600,1,0.91434000710714614,0.9453064803472141,2.0757501401681813,0.99992966651916504
LA_E_4073029,1,0.96369038858101097,0.98809045957841857,2.3060576008740727,1
LA_E_4728114,1,0.95647901858461959,0.97145848315015659,1.8645012915116437,0.9999997615814209
LA_E_5321982,1,0.9848096993109865,0.99812488575807412,3.8818825640819208,1
LA_E_5014335,1,0.95125272880803968,0.96118424341927877,3.0309724191366509,1
