arquivo,classe_binaria,rf_tuned_principal,rf_tuned_referencia,svm_tuned_principal,cnn_final_principal
LA_E_5464494,1,0.84659605905868962,0.84835519411504468,2.1032361563102357,1
LA_E_9628591,1,0.8956973980076941,0.88427702474678727,0.64997909153406952,0.99990713596343994
LA_E_5337755,1,0.78462015683546726,0.81278161978140628,0.44103979471137245,0.99983513355255127
LA_E_4801120,1,0.96795812943214421,0.98054688975662829,1.1567295210010986,0.99997222423553467
LA_E_3483063,1,0.94430151053784905,0.93868853243183081,0.97615841603446696,0.99999892711639404
LA_E_7555162,1,0.93258622814352921,0.90973077783860656,2.3200538094242091,0.99999988079071045
LA_E_6388924,1,0.85046820243899846,0.89086258608772539,-0.64856447990285671,1
LA_E_8105856,1,0.84094217069343358,0.76638395582300012,1.0387001303199985,0.99984192848205566
LA_E_8066575,1,0.95824573639137189,0.98306460752538438,2.5659991651802381,0.99997913837432861
LA_E_4163824,1,0.7878468618347032,0.79220561125745126,-0.47548289407775135,0.99965572357177734
LA_E_4220617,1,0.71557747334790778,0.70771707720728749,-0.37613594360394931,0.99885725975036621
LA_E_1694396,1,0.45100794791415655,0.53326915327925428,-0.33230880749507019,0.99919730424880981
LA_E_9049339,1,0.9516766060951718,0.9827819847679905,2.6796207069228206,1
LA_E_7274144,1,0.94193489094886707,0.94399901725388624,1.7838904240935456,1
LA_E_7917303,1,0.89084892358080581,0.90342769189899952,1.2831410374686107,0.99676978588104248
LA_E_1183944,1,0.84158273815296325,0.85888804423849952,2.3790383098132244,0.99999988079071045
LA_E_1011662,1,0.90649586369976021,0.8704821888954577,1.3844593661683497,0.99999618530273438
LA_E_5151153,1,0.96438718292484071,0.98204532927589316,3.4947642219077686,0.99984240531921387
LA_E_5753893,1,0.96294231864867608,0.96353370314281805,3.4084582851532668,0.99999332427978516
LA_E_8616673,1,0.97904094679829978,0.98344976261946881,3.0775119272718534,0.99995017051696777
LA_E_3049915,1,0.95938239745994358,0.97380814165337404,2.5951294095096209,1
LA_E_3804030,1,0.95801144626007861,0.96320685627320568,3.6881703030699997,1
LA_E_4504417,1,0.95857089754874281,0.97588214235334414,4.3937629231649264,0.99999988079071045
LA_E_3045798,1,0.99611336032388675,1,4.5093877663021553,1
LA_E_6307130,1,0.97982681394068871,0.98336706006516772,4.3378431582933379,0.99998879432678223
LA_E_1175080,1,0.99045774953055044,1,4.819363256786386,1
LA_E_9013234,1,0.97259382933846339,0.98894685393746273,3.5948818634029633,0.99999988079071045
LA_E_9651064,1,0.97098852129258717,0.95023164836608587,3.3284057557392708,0.99999594688415527
LA_E_2257452,1,0.99450174216027887,0.99031955827319129,4.1755756687028285,0.9999924898147583
LA_E_8496389,1,0.99219384377758157,0.99713613651867794,4.3390685828968145,0.9999537467956543
LA_E_9693263,1,0.98567331927294843,0.99196384407004279,2.6525289934892662,0.9999995231628418
LA_E_7946656,1,0.97613112761719212,0.98337873155876732,3.4865836501058354,1
LA_E_5278687,1,0.98112634159110923,0.99603873936233711,3.490855875331949,1
LA_E_9920565,1,0.88689329505739711,0.94787230164350078,2.1464007236714178,1
LA_E_1081690,1,0.95860766704473921,0.95891630057848132,2.9483490604001554,1
LA_E_6071712,1,0.99066403162055339,0.97527512514007753,5.9878863635454405,1
LA_E_8945877,1,0.86912729111493126,0.87979645009269158,2.8666250072530683,1
LA_E_9151898,1,0.78145971280997006,0.80939559183436161,1.671159033928431,1
LA_E_3552237,1,0.94434103941340863,0.97216112658052867,1.7513740326392184,1
